,id,publish_time,title,channelId,channelTitle,,dimension,definition,caption,licensedContent,viewCount,likeCount,commentCount,favoriteCount,categoryId,category,tags
160,_WCD3Z9UmJ4,2022-12-02T17:00:06Z,Metro Boomin & Future - Superhero (Heroes & Villains) [Official Music Video],UCDjTW0_B3701WSfxYnDIFSg,MetroBoominVEVO,,2d,hd,FALSE,TRUE,3685991,176364,4321,0,10,Music,"['Metro', 'Metro Boomin', 'Boominati', 'Heroes', 'Heroes and Villains', 'Villains', 'Heroes Trilogy', 'Metro Booming', 'Young Thug', 'Young Nudy', 'Chris Brown', 'John Legend', 'Future', '21 Savage', 'The Weeknd', 'Heroes Villains', 'Gunna', 'Takeoff', 'Asap Rocky', 'Travis Scott', 'Don Toliver', 'Mustafa']"
161,6GwRShckMY4,2022-12-03T21:01:19Z,Finding out I'm PREGNANT! Again!,UCEgJCCqAuurk-tSvrIUs-pg,Riss & Quan,,2d,hd,FALSE,TRUE,710644,55259,2934,0,10,Music,"['finding out im pregnant', 'pregnant', 'were pregnant', 'baby', 'surprise', 'reaction', 'emotional', 'pregnancy', 'reveal', 'pregnancy announcement', 'family', 'love']"
162,dQsfGfaulM8,2022-12-03T13:00:17Z,I Survived 100 Days as a PENGUIN in Minecraft,UCHRTfR2r0Ss3UjFyw7gSA-A,Ryguyrocky,,2d,hd,FALSE,TRUE,867940,16670,1236,0,10,Music,"['Minecraft', 'minecraft roleplay', 'Minecraft 100 Days', 'I Survived 100 Days as a PENGUIN in Minecraft', 'Minecraft Custom Mod', 'Minecraft Custom Map', 'minecraft 100 day penguin', '100 day penguin', 'ryguyrocky 100', 'minecraft academy', 'academy', 'minecraft mod', 'minecraft mods', 'spotlight', 'playthrough', 'no cursing', 'no swearing', 'family friendly', 'kid friendly', 'kid', 'kids', 'school', 'ryguyrocky', 'Penguin', 'Minecraft Penguin', '100 Days Penguin', '100 Days Minecraft', 'Minecraft Baby Penguin', 'Christmas']"
163,u3V5KDHRQvk,2022-12-01T22:01:32Z,Marvel Studios’ Guardians of the Galaxy Volume 3 | Official Trailer,UCvC4D8onUfXzvjTOM-dBfEA,Marvel Entertainment,,2d,hd,TRUE,TRUE,22767373,697826,35014,0,10,Music,"['marvel', 'comics']"
164,EzAuUCPaYCg,2022-12-03T03:22:12Z,"LAKERS at BUCKS | NBA FULL GAME HIGHLIGHTS | December 2, 2022",UCWJ2lWNubArHWmf3FIHbfcQ,NBA,,2d,hd,FALSE,TRUE,3028287,37192,5055,0,10,Music,"['Basketball', 'G League', 'NBA', 'game-0022200331']"
165,md8R7kBoyOs,2022-12-03T02:00:07Z,Meek Mill - Don't Give Up On Me ft. @fridayyofficial  (Official Video),UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,,2d,hd,FALSE,FALSE,1004182,51181,2178,0,10,Music,"['meek mill', 'meek', 'mill', 'hip hop', 'rap', 'atlantic', 'atlantic records', 'wins & losses', 'dreams worth more than money', 'stay woke', 'dangerous', 'champions', 'championship', 'Intro', 'trauma', 'whats free', 'Respect the game', 'splash warning', 'going bad', 'almost slipped', 'expensive pain', 'sharing locations', 'EXPENSIVE PAIN', 'MEEK NEW ALBUM', 'NEW MEEK']"
166,x4p_7_hZO4Y,2022-12-04T13:16:05Z,CHAPTER 4 IS INSANE!,UCTgQTM6B97Tk5FPNOWZMB1Q,x2Twins,,2d,hd,FALSE,TRUE,557221,18918,602,0,10,Music,"['x2twins', 'x twins', 'twins', 'fortnite', 'oce', 'battle royale', 'x2jesse', 'jesse', 'x2jordan', 'jordan', 'chapter 3', 'season 3', 'chapter 3 season 3']"
167,waHbFHwi5b0,2022-12-03T16:00:24Z,WE PAID $72 FOR THIS FIRST CLASS SUITE (Etihad First Class Experience),UC4ijq8Cg-8zQKx8OH12dUSw,Kara and Nate,,2d,hd,FALSE,TRUE,840223,28246,1624,0,10,Music,"['first class', 'flight review', 'first class review', 'first class flight', 'etihad airways', 'etihad first class', 'most luxury flight', 'emirates first class suite', 'emirates first class review', 'emirates first class vs business class', 'flight reviews 2022', 'flight review first class', 'flight review emirates', 'first class review airplane', 'etihad first class suite', 'eithad first class review', 'lufthansa first class review', 'etihad first class lounge abu dhabi', 'abu dhabi airport first class lounge']"
168,SigkFyo0uWM,2022-12-03T00:00:08Z,Jelly Roll - she (Official Music Video),UCtyzzW6rIQiGP7gfGTXkhDw,Jelly Roll,,2d,hd,FALSE,TRUE,606907,29106,2076,0,10,Music,"['Jelly Roll', 'Jely Roll', 'Billboard top 100', 'Son of a sinner Jelly Roll', 'jellyroll', 'son of a sinner', 'save me', 'jelly roll music', 'new jelly roll song', 'new jelly roll music', 'jelly roll songs', 'jelly roll she', 'songs about addiction', 'jelly roll tik tok', 'jelly roll instagram', 'she song', 'jelly music', 'jelly songs', 'jelly she', 'see the sunrise in her eyes', 'she was the life of the party', 'she official audio', 'jelly roll rock songs', 'she jelly roll', 'she video', 'jelly youtube', 'she music video']"
169,LoQZYfhGptc,2022-12-02T22:00:13Z,Can Our Giant Axe Chop A Tesla In Half?,UC5f5IV0Bf79YLp_p9nfInRA,How Ridiculous,,2d,hd,FALSE,TRUE,2192073,75870,4782,0,10,Music,"['how ridiculous', 'rexy', '44club']"
170,h5hzHCmDZEI,2022-12-03T15:01:53Z,1 Day To Catch As Many Shiny Pokemon As Possible,UCLc_ZQgQ8h2XKUAQpqcvIdw,PM7,,2d,hd,FALSE,TRUE,437171,12750,1038,0,20,Gaming,"['pokemon', 'pokemon scarlet', 'pokemon violet', 'shiny pokemon', 'pokemon scarlet and violet', 'shiny hunting', '24 hours', 'pokemon challenge', 'all shiny pokemon', 'pokemon scarlet and violet gameplay', 'pm7', 'pm7 shiny pokemon', 'pm7 shiny', 'pm7 shiny hunting', 'pm7 scarlet and violet', 'shiny pokemon scarlet and violet', 'i spent 24 hours shiny hunting', 'how many shinies in 24 hours', 'scarlet and violet shiny pokemon', 'shiny hunting scarlet and violet', 'new shiny pokemon', 'how to get shiny pokemon', 'shiny']"
171,jfOUVYQnuhw,2022-12-02T19:15:06Z,✈️ The Maddening Mess of Airport Codes! ✈️,UC2C_jShtL725hvbm1arSV9w,CGP Grey,,2d,hd,FALSE,TRUE,2252132,145441,5682,0,20,Gaming,"['cgpgrey', 'education']"
172,B0PiIsgmsTo,2022-12-03T17:16:34Z,A Very Kirbo Christmas: Christmas at Waddle Dee's 🎄🎄🎄,UCLFXk9J3O-hhOk0msOjKYdQ,TerminalMontage,,2d,hd,FALSE,TRUE,906966,109456,7609,0,20,Gaming,"['terminalmontage', 'terminal', 'montage', 'jeremey', 'jer', 'chinshue', 'nintendo', 'animation', 'cartoon', 'animated', 'something', 'about', 'cartoon violence', 'fighting', 'action', 'meme', 'parody', 'comedy', 'funny', 'loud', 'screaming']"
173,BWCcI9hdurA,2022-12-03T15:46:59Z,Fortnite Chapter 4 Battle Pass Trailer (Full Showcase),UC3dzLwZqGs5WVqBZZQMwy6Q,Coldside,,2d,hd,FALSE,TRUE,907668,7852,1192,0,20,Gaming,"['fortnite chapter 4 battle pass trailer', 'fortnite chapter 4 battle pass', 'fortnite chapter 4 battle pass skins', 'fortnite chapter 4 trailer', 'fortnite chapter 4 season 1', 'chapter 4 fortnite battle pass trailer', 'fortnite', 'fortnite chapter 4 battle pass showcase', 'chapter 4', 'fortnite chapter 4', 'fortnite chapter 4 season 1 battle pass', 'fortnite chapter 4 season 1 trailer']"
174,ZfVYgWYaHmE,2022-12-01T21:00:16Z,Indiana Jones and the Dial of Destiny | Official Trailer,UCnwY6fAhE3ePu0F2nMP-DLg,Lucasfilm,,2d,hd,TRUE,TRUE,8962527,162880,20649,0,20,Gaming,"['James Mangold', 'Harrison Ford', 'Indiana Jones', 'Lucasfilm', 'Phoebe Waller-Bridge', 'Antonio Banderas', 'John Rhys-Davies', 'Shaunette Renee Wilson', 'Thomas Kretschmann', 'Toby Jones', 'Boyd Holbrook', 'Oliver Richters', 'Ethann Isidore', 'Mads Mikkelsen', 'Kathleen Kennedy', 'Frank Marshall', 'Simon Emanuel', 'Steven Spielberg', 'George Lucas', 'John Williams', 'Indiana Jones 5', 'dial of destiny', 'Indiana Jones Dial of Destiny']"
175,Ru_C3oloDBI,2022-12-02T20:57:07Z,Guardians of the Galaxy Vol 3 Trailer BREAKDOWN! Easter Eggs & Details You Missed!,UC7yRILFFJ2QZCykymr8LPwA,New Rockstars,,2d,hd,FALSE,TRUE,1117432,30985,1208,0,24,Entertainment,"['new rockstars', 'new rockstars youtube', 'youtube new rockstars', 'guardians', 'guardians of the galaxy', 'guardians of the galaxy volume 3', 'guardians of the galaxy volume 3 trailer', 'guardians of the galaxy vol 3 trailer', 'guardians of the galaxy 3 trailer', 'guardians of the galaxy volume 3 trailer breakdown', 'trailer breakdown', 'rocket', 'adam warlock', 'marvel', 'rocket dies', 'rocket death']"
176,u18be_kRmC0,2022-12-02T04:59:59Z,RM '들꽃놀이 (with 조유진)' Official MV,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,,2d,hd,TRUE,TRUE,23669055,3251955,374595,0,24,Entertainment,"['HYBE', 'HYBE LABELS', '하이브', '하이브레이블즈']"
177,ZZxnDCJTOxs,2022-12-02T21:00:13Z,What it Actually Takes to Race a $500 Car for 24 Hours!,UCes1EvRjcKU4sY_UEavndBw,ChrisFix,,2d,hd,TRUE,TRUE,1432994,70465,5300,0,24,Entertainment,"['ChrisFix', 'ChrisFix Lemon BMW', 'Lemon BMW', 'BMW', 'Racing', '24 hours of lemons', 'endurance racing', '24 hours of lemons chrisfix', 'grassroots motorsports', '24 hours of lemons crashes']"
178,BluVmzxq6U0,2022-12-02T21:00:08Z,Squishy Makeovers: Christmas/Winter,UCYAB7hh1ohA8-iX54EpMdeA,Moriah Elizabeth,,2d,hd,FALSE,TRUE,1555501,71257,11824,0,24,Entertainment,
179,f5m9x3O2YeQ,2022-12-04T20:51:10Z,Fortnite CHAPTER 4 - Everything NEW EXPLAINED!,UCYn6CZe5UGIyPe9WJb0pTrg,Top5Gaming,,2d,hd,FALSE,TRUE,1105565,32393,2457,0,24,Entertainment,"['fortnite chapter 4', 'Fortnite CHAPTER 4 - Everything NEW EXPLAINED!', 'fortnite', 'fortnite new chapter', 'new fortnite chapter', 'new fortnite', 'fortnite new', 'fortnite secrets', 'fortnite chapter 4 secrets', 'fortnite chapter 4 battlepass', 'fortnite chapter 4 easter eggs', 'fortnite chapter 4 myths', 'chapter 4 fortnite', 'chapter 4 fortnite secrets', 'fortnite new secrets', 'fortnite event', 'fort', 'nite', 'battle royale', 'chapter 4', 'secrets', 'new', 'update', 'video']"
180,2IwhkJ0XzRE,2022-12-01T23:23:01Z,Why I've Been Gone,UCQCjPX6e8jI3ukAS-FijXjw,MindofRez,,2d,hd,FALSE,TRUE,2524454,224472,22073,0,24,Entertainment,"['Mindofrez', 'mind of rez', 'mindofrez fortnite', 'mindofrez prank', 'kaylen', 'mindofrez challenging', 'rez', 'faze kay', 'mindofrez jayden', 'jarvis', 'mindofrez kaylen', 'mindofrez squad', 'kaylen vs jarvis', 'faze sway', 'faze clan', 'kaylen the god', 'faze jarvis', 'mindofrez vlogs']"
181,1LVZdVnP3FQ,2022-12-04T19:29:35Z,UNLOCKABLE PERKS IN FORTNITE! (CHAPTER 4),UCh7EqOZt7EvO2osuKbIlpGg,Lachlan,,2d,hd,FALSE,TRUE,488921,21893,648,0,24,Entertainment,"['fortnite battle royale', 'fortnite', 'lachlan', 'lachy', 'duos', 'new season', 'battle royal', 'lacy', 'laclan', 'epic games', 'gaming', 'esports', 'games', 'video games', 'poggies', 'battle royale', 'warzone', 'pubg', 'lachydachy', 'power', 'pwr', 'rocketleague', 'rlcs', 'fortniteupdate', 'update', 'battlepass', 'battle', 'pass']"
182,61ymOWwOwuk,2022-12-02T05:00:04Z,"Metro Boomin, The Weeknd, 21 Savage - Creepin' (Visualizer)",UCDjTW0_B3701WSfxYnDIFSg,MetroBoominVEVO,,2d,hd,FALSE,TRUE,3854483,163793,3928,0,24,Entertainment,"['Metro', 'Boomin', 'The', 'Weeknd', 'Savage', ""Creepin'"", '(Visualizer)', 'Republic', 'Records', 'Hip', 'Hop', 'Metro Boomin', 'Boominati', 'Heroes', 'Heroes and Villains', 'Villains', 'Heroes Trilogy', 'Metro Booming', 'Young Thug', 'Young Nudy', 'Chris Brown', 'John Legend', 'Future', '21 Savage', 'The Weeknd', 'Heroes Villains', 'Gunna', 'Takeoff', 'Asap Rocky', 'Travis Scott', 'Don Toliver', 'Mustafa']"
183,Vc90UBSsDpU,2022-12-03T13:00:29Z,I Transformed the DESERT TEMPLE in Minecraft Hardcore,UCIVSqoHCUN1XdEpiVItxfoQ,aCookieGod,,2d,hd,FALSE,TRUE,1433073,63270,6341,0,24,Entertainment,"['acookiegod', 'a cookie god', 'a cookie god minecraft', 'cookie minecraft', 'minecraft cookie', 'minecraft cookie god', 'cookie god', 'acookiegod series', 'acookiegod hardcore', 'minecraft hardcore', 'hardcore minecraft', 'minecraft', 'extracookie', 'i transformed the desert temple in minecraft hardcore', 'i upgraded the desert temple in minecraft hardcore', 'i transformed the desert pyramid in minecraft hardcore']"
184,nWVt5vMUU-I,2022-12-04T05:14:58Z,"Purdue vs. Michigan | Highlights | Big Ten Football Championship | Dec. 3, 2022",UC4LeRw7pIZ_kseS4Krn_DQA,Big Ten Network,,2d,hd,FALSE,TRUE,110089,949,249,0,24,Entertainment,"['Michigan Wolverines', 'Purdue Boilermakers', 'Purdue Boilermakers vs. Michigan Wolverines']"
185,J3q2E1oFyA8,2022-12-02T22:00:13Z,Minecraft But XP = Realism,UCJZam2u1G0syq3kyqrCXrNw,PrestonPlayz,,2d,hd,FALSE,TRUE,1487141,49514,1088,0,20,Gaming,"['minecraft', 'mcpe', 'family', 'family friendly', 'challenge', 'funny', 'comedy', 'preston', 'brianna', 'prestonplayz', 'briannaplayz', 'gaming', 'gameplay', 'funny moments', 'game', 'Minecraft', 'no swearing', 'no cursing', 'minecraft but', 'games', '2022', 'minecraft challenge', 'Gameplay', 'minecraft mod', 'minecraft funny', 'minecraft but challenge', 'memes', 'minecraft update', 'minecraft 1.19', 'minecraft facts', 'minecraft but you', 'minecraft 1.18', 'clean minecraft videos', 'Comedy', 'Funny Moments', 'FUNNY MOMENTS']"
186,RcTLBsXvzQk,2022-12-01T21:00:03Z,Most Dangerous Animals!,UCUaT_39o1x6qWjz7K2pWcgw,Beast Reacts,,2d,hd,FALSE,TRUE,7128226,212753,4305,0,20,Gaming,"['life hacks', 'crafts', 'slime', 'do it yourself', 'diy', 'lifehacks', 'dily projects', 'useful things', 'how to', 'experiment', 'experiments', 'diy activities', 'handcraft', 'prank', 'funny', 'challenge', 'pranks', 'secret', 'diy slime', 'laugh', 'new', 'skills', 'tricks', 'tips', 'fun']"
187,a3ZzubvU9ZE,2022-12-02T20:00:01Z,We Made a Pirate Ship and Battled it!,UCaRH3rDr3K3CEfhVqu5mgUQ,Team Edge,,2d,hd,FALSE,TRUE,505062,20816,603,0,20,Gaming,"['team edge', 'team edge challenge', 'teamedge', 'challenges', 'competition']"
188,UprpdwaJ3pI,2022-12-04T12:27:09Z,New *CHAPTER 4* BATTLE PASS in Fortnite!,UCqVCSWnuOSPm26orvNDTuWQ,TG Plays,,2d,hd,FALSE,TRUE,886593,21842,2213,0,20,Gaming,
189,qyi1DaFZzXQ,2022-12-02T05:00:30Z,Morgan Wallen - Tennessee Fan (Lyric Video),UCzIyoPv6j1MAZpDHKLGP_eA,Morgan Wallen,,2d,hd,FALSE,FALSE,867205,16201,1012,0,20,Gaming,
190,Yi0Mdvcg1Dg,2022-12-02T14:00:13Z,Bodies Bodies Bodies (2022) KILL COUNT,UC2IYWWifoIht9T47z1Z5lJw,Dead Meat,,2d,hd,TRUE,TRUE,1048575,59430,2644,0,1,Film & Animation,"['horror', 'dead meat', 'movies', 'scary', 'kills', 'kill count', 'body count', 'james a. janisse', 'jaj', 'pine commander boogie', 'DMKC', 'dead meat kill count', 'bodies', 'bodies bodies bodies', 'bodies bodies bodies movie review', 'bodies bodies bodies movie reaction', 'bodies bodies bodies 2022', 'bodies bodies bodies interview', 'movie review', 'bodies bodies bodies review', 'bodies bodies bodies cast', 'bodies bodies bodies clip', 'bodies bodies bodies spoilers', 'bodies bodies bodies 2022 review', 'bodies bodies bodies a24']"
191,W-0T-dzaXNE,2022-12-02T18:38:13Z,Can Ash Ketchum Beat Pokemon Scarlet?,UCl4vHlsw4s5TVGFpVsj54Rg,Keegan J,,2d,hd,FALSE,TRUE,638099,12167,1129,0,1,Film & Animation,"['Pokemon', 'Challenge', 'Ash', 'Ketchum', 'Scarlet', 'Violet']"
192,EuidA5UIfuc,2022-12-02T19:11:05Z,All the Strongest New Pokémon in Scarlet and Violet,UCSAYHSNaY5_UEol4_frPurg,MandJTV,,2d,hd,FALSE,TRUE,652140,24438,2675,0,1,Film & Animation,"['New Pokemon games', 'New Pokemon', 'Top Pokemon', 'Pokemon Talk', 'MandJTV', 'MandJTV Pokevids', 'gaming', 'video games', 'nintendo switch', 'nintendo', 'pokemon', 'new games', 'family friendly', 'top 10', 'top 5', 'charizard', 'greninja', 'pikachu', 'best pokemon', 'all pokemon', 'original pokemon', 'retro games', 'retro pokemon games', 'nintendo pokemon', 'pokemon legends arceus', 'pokemon scarlet and violet', 'gen 9', 'strongest pokemon']"
193,aKA4wH3Mg7Y,2022-12-02T05:00:00Z,Morgan Wallen - One Thing At A Time (Lyric Video),UCzIyoPv6j1MAZpDHKLGP_eA,Morgan Wallen,,2d,hd,FALSE,FALSE,797528,15627,673,0,1,Film & Animation,
194,F1QqJ74AuTc,2022-12-02T20:45:18Z,I Became a MASS MURDERING Deer,UC-XTuGOHIF7vWvbhJZ56wbw,Socksfor2,,2d,hd,FALSE,TRUE,735519,19856,693,0,1,Film & Animation,"['Socksfor2', 'Socksfor1', 'deer simulator', 'deeeer simulator', 'deeeer simulator gameplay', 'deer simulator gameplay', 'simulator', 'deeeer simulator your average everyday deer game', 'deer sim', 'deer simulator boss', 'deeeer simulator game', 'deer', 'deer simulator lets play', 'deeeer simulator boss', 'deer simulator pc', 'deer simulator game', 'deer simulator ending', 'sam tabor deer simulator', 'deeeer simulator funny moments', 'deer simulator funny moments', 'goat simulator', 'simulator games', 'socksfor3', 'socksreact', 'lol']"
195,MV1HBZr1gdk,2022-12-02T22:13:30Z,I Survived 24 Hours Straight,UCGnSHwhOAczNqhGDiYt0Q8g,ryan trahan,,2d,hd,FALSE,TRUE,830312,60029,2638,0,24,Entertainment,"['ryan trahan', 'gamerboy ryan', 'I survived', 'I survived 24 hours straight']"
196,JyTlMR8LEdQ,2022-12-02T05:00:12Z,Morgan Wallen - Days That End In Why (Lyric Video),UCzIyoPv6j1MAZpDHKLGP_eA,Morgan Wallen,,2d,hd,FALSE,FALSE,714359,14940,474,0,24,Entertainment,
197,Mn3mbbteNQ8,2022-12-02T18:10:09Z,Our Very Chaotic Family Christmas Competition...,UC-vaBe-YMpvcZL5rQ5OopZw,morgans vlogs,,2d,hd,FALSE,TRUE,390672,23748,1562,0,24,Entertainment,"['morgan', 'Morgans vlogs', 'Morgan adams', 'Ryland adams', 'Morgan Adams vlogs', 'MORGAN HOUSE RENO', 'house tour', 'house reno', 'vlogmas', 'vlogmas day', 'christmas decor', 'Morgan house renovations', 'family channel', 'family competition', 'Ryland Shane morgan', 'christmas', 'Morgan and trinity', 'VLOGMAS', 'vlogmas day 1', 'cookie competition', 'cookie decorating contest', 'decorating contest', 'Christmas contest', 'shane', 'Rylands vlogs', 'postmates', 'postmates pickes winner', 'vlogger', 'Morgan family competition', 'family']"
198,C-THgDfLjog,2022-12-02T19:00:05Z,"Pawn Stars: ""HOW IS THIS LEGAL?!"" Top 5 *Almost* Illegal Items",UCmyjVwYZbp5YPYTUyeopO2g,Pawn Stars,,2d,sd,FALSE,TRUE,678178,6715,483,0,24,Entertainment,"['pawn', 'pawn stars', 'pawn stars episode', 'pawn stars full episode', 'the pawn stars', 'pawn star', 'pawn stars episodes', 'pawn stars chumlee', 'pawn shop', 'pawnstars', 'pawn stars old man', 'pawn stars full episodes', 'chumlee', 'history', 'history channel', 'history shows', 'history channel shows', 'rick harrison', 'pawn stars clips', 'las vegas', 'gold & silver pawn shop', 'gold and silver', 'corey harrison', 'missiles', 'counterfeit', 'counterfeit money', 'moonshine still', 'drug stamps', 'poker cheating', 'illegal']"
199,5wd1KuMZysg,2022-12-02T18:06:40Z,Princess Catherine greets the crowd outside Harvard University,UCi4fcBVyo4CAnmdgXeO-NvA,CBS Boston,,2d,hd,FALSE,TRUE,861527,13900,2893,0,24,Entertainment,"['CBSN Boston', 'Harvard University', 'Princess Catherine']"
